ID	title	owner	planner	meno	max	min	project_tagid	part_num	partors
100654	2022情人节	1396	8504	森林公园烧烤	280	70	4,44	13	2916,10233,2755,11591
100655	2020元宵节	4059	1270	逛三坊七巷	365	200	30,9	13	1152,7709,9949,6659
100656	2022端午	13316	6574	森林公园烧烤	269	188	29,4	10	10418,9422,14437,7464
100657	2021暑假	3920	4925	吃饭	300	120	39,16	6	7914,10052,7906,6945
100658	2021元旦	13381	9622	森林公园烧烤	468	157	3,13	1	6718,5846,12169,5169
100659	2019五一	13671	11868	爬鼓山	339	200	12,38	12	5591,4899,2234,9509
100660	2022平安夜	6785	7129	爬鼓山	486	227	1,17	14	11795,6367,12198,12299
100661	2020圣诞	14052	4073	爬鼓山	326	113	25,32	1	4913,13790,5870,7444
100662	2021端午	13721	8448	吃饭	475	190	33,35	12	4467,5924,7386,6275
100663	2018平安夜	1201	1148	爬鼓山	462	180	11,11	9	10578,6854,5505,10216
100664	2020跨年夜	10684	4821	踏青	292	213	46,29	5	11109,7756,14176,13124
100665	2019暑假	5697	4246	踏青	460	126	34,11	4	2310,2480,8839,7178
100666	2019端午	9625	2863	森林公园烧烤	353	87	1,23	12	2578,8830,4947,7763
100667	2022暑假	13636	12409	踏青	300	250	49,28	14	4660,10512,2554,8423
100668	2020暑假	14399	4451	爬鼓山	437	145	21,32	7	7597,6192,13441,1376
100669	2022端午	13862	2069	吃饭	269	155	43,14	13	7868,1774,2531,8358
100670	2020除夕	12223	2488	森林公园烧烤	311	188	20,12	11	13629,11389,2137,11268
100671	2021新年	8403	4993	吃饭	314	153	28,38	7	13474,6306,13627,4904
100672	2020儿童节	6383	13668	踏青	388	247	11,28	1	6510,11629,6184,11439
100673	2021除夕	1428	13078	吃饭	485	50	23,11	5	12903,1320,4855,1682
100674	2019元旦	2860	10800	吃饭	281	238	4,27	4	3322,2336,9128,8590
100675	2019情人节	1829	3164	森林公园烧烤	289	146	21,43	3	12719,1311,14345,11232
100676	2019暑假	8280	3120	森林公园烧烤	388	182	35,44	8	4797,2439,12354,1018
100677	2022万圣节	2001	5032	吃饭	371	60	20,36	2	14193,1207,14109,13977
100678	2022平安夜	7061	4528	森林公园烧烤	325	107	36,41	3	13609,7187,5384,3523
100679	2018儿童节	3788	13093	逛三坊七巷	484	236	47,15	1	1718,7212,8204,7629
100680	2022除夕	3978	4663	森林公园烧烤	316	244	39,25	2	8251,13553,10512,1912
100681	2020圣诞	12128	9815	森林公园烧烤	391	138	12,19	15	12783,12215,5083,1339
100682	2018端午	9882	2886	森林公园烧烤	427	83	38,40	5	5836,1312,3866,8013
100683	2022端午	3779	11216	踏青	402	170	5,41	13	5961,12949,14083,8913
100684	2018儿童节	12296	6404	逛三坊七巷	496	189	20,28	12	13900,14206,6352,11187
100685	2021平安夜	9404	9487	森林公园烧烤	475	247	21,29	7	11760,11416,5924,6558
100686	2020端午	5413	12442	吃饭	430	176	33,14	4	4024,4841,7834,3868
100687	2020暑假	8025	12011	逛三坊七巷	433	50	24,31	8	4109,12918,10474,3957
100688	2018跨年夜	9446	12315	逛三坊七巷	424	213	22,45	6	7791,12089,9814,9114
100689	2019除夕	8771	5070	爬鼓山	351	205	13,16	11	5972,13763,13468,12400
100690	2018国庆	4737	8569	吃饭	285	167	19,27	15	5757,1920,4231,5855
100691	2021圣诞	8157	10902	吃饭	465	56	3,5	8	12141,1933,8170,5709
100692	2019万圣节	8386	10323	踏青	481	177	42,39	9	9436,3985,12305,9875
100693	2020跨年夜	7577	13628	踏青	444	107	19,10	4	4525,14089,10306,7766
100694	2018端午	2292	1849	吃饭	436	197	37,19	13	6110,11915,10330,13790
100695	2022端午	14222	2982	爬鼓山	318	59	14,40	15	11217,8741,5343,13317
100696	2018圣诞	13209	2573	森林公园烧烤	288	114	33,40	15	13550,7280,8608,1805
100697	2019元旦	1816	5366	爬鼓山	313	195	33,47	14	10637,4479,4888,2314
100698	2021跨年夜	3868	2806	吃饭	444	62	27,20	11	5154,13372,7842,10507
100699	2018元宵节	4353	7222	爬鼓山	278	244	47,21	8	9443,1869,10472,4135
100700	2018儿童节	3500	6320	逛三坊七巷	497	96	20,6	2	12531,3155,3031,14049
100701	2020元旦	11801	9031	爬鼓山	424	237	23,10	15	8180,4887,10743,5226
100702	2020新年	12627	2457	逛三坊七巷	273	206	42,24	15	10481,2917,2758,5919
100703	2022元旦	1304	1860	吃饭	437	175	32,5	12	6375,2028,9399,7946
100704	2022元宵节	4650	9356	踏青	458	67	25,11	2	13688,2018,7536,1543
100705	2018情人节	2279	3534	逛三坊七巷	311	102	29,43	9	6910,6328,10550,6135
100706	2018平安夜	10908	4846	森林公园烧烤	271	147	18,37	9	14047,2121,11074,6652
100707	2019暑假	5478	7595	逛三坊七巷	422	145	34,30	4	3462,1444,3546,2018
100708	2022五一	5846	6107	踏青	330	132	13,39	14	1279,14459,5757,5000
100709	2018万圣节	9812	3607	森林公园烧烤	500	208	47,34	15	3039,11887,6960,11689
100710	2018平安夜	7073	14083	踏青	409	99	45,6	6	2386,10101,2816,13325
100711	2018端午	6153	9645	吃饭	292	140	36,3	1	11995,12298,10864,10879
100712	2020五一	4858	1179	森林公园烧烤	354	226	30,46	6	7349,1849,5742,13834
100713	2022儿童节	4018	8793	爬鼓山	309	100	41,7	8	4707,5700,5281,14317
100714	2018儿童节	3979	7893	踏青	329	52	4,12	6	5760,4207,6081,1258
100715	2022儿童节	13713	6467	逛三坊七巷	345	223	6,7	14	13727,2175,12871,11985
100716	2020万圣节	9198	12188	逛三坊七巷	277	67	21,31	8	9368,8201,8933,13881
100717	2018圣诞	6354	3573	踏青	331	140	22,29	9	4341,14046,11029,9122
100718	2021新年	12322	14391	吃饭	451	208	44,13	11	14045,9929,2073,1519
100719	2022新年	9476	13159	爬鼓山	321	187	4,1	11	10209,8006,8154,7077
100720	2022圣诞	3131	12552	爬鼓山	480	139	48,29	10	2191,9677,1194,6340
100721	2020国庆	11801	7993	爬鼓山	395	133	50,22	8	6782,5459,13329,13998
100722	2022七夕	3216	4520	踏青	470	220	24,41	15	4394,12650,9148,2169
100723	2020元宵节	5663	8183	逛三坊七巷	421	165	45,46	7	9503,5673,10133,13456
100724	2018平安夜	8018	6126	爬鼓山	259	146	7,21	1	10526,2775,6429,7570
100725	2021跨年夜	8780	7011	逛三坊七巷	426	222	7,14	4	4090,6650,8356,9715
100726	2019除夕	1504	8318	爬鼓山	349	52	19,10	14	7316,2367,14174,9365
100727	2020端午	1310	5292	吃饭	400	186	28,24	2	4281,2310,7523,9460
100728	2021圣诞	5161	13367	踏青	255	176	50,13	8	8116,6463,3585,7800
100729	2020情人节	10292	6848	吃饭	425	238	10,29	3	2394,13079,2084,4754
100730	2019暑假	6500	12638	森林公园烧烤	335	127	24,41	8	14163,6649,8730,6634
100731	2021暑假	7703	6508	踏青	378	196	1,28	9	9240,3020,4725,9491
100732	2018情人节	2848	1079	踏青	305	168	42,6	8	11855,14226,9043,10610
100733	2019情人节	11360	6996	吃饭	364	169	26,3	12	4830,11032,3082,2419
100734	2018七夕	1291	2834	踏青	261	131	48,30	10	4646,13591,6891,10920
100735	2020平安夜	2460	9889	逛三坊七巷	374	112	42,6	2	2183,13195,13019,13714
100736	2020儿童节	11006	2567	吃饭	482	130	15,16	12	5963,11342,4400,5852
100737	2022七夕	2926	6870	吃饭	276	246	6,5	3	10676,14235,6431,13138
100738	2018端午	10499	11736	吃饭	359	241	46,3	15	7886,8361,2924,13125
100739	2022情人节	7963	8951	逛三坊七巷	256	66	27,29	10	1460,3353,14443,12452
100740	2019七夕	2437	1081	吃饭	250	87	23,31	5	7575,6029,12774,10893
100741	2018平安夜	7720	12864	森林公园烧烤	389	81	26,44	4	1823,12471,6587,8305
100742	2021万圣节	11366	7472	森林公园烧烤	493	192	1,29	10	5812,5645,7310,1603
100743	2020国庆	2984	8314	踏青	291	163	18,14	10	13439,10164,13470,5256
100744	2019五一	10479	14374	踏青	479	105	8,44	12	1588,5442,12462,12439
100745	2019除夕	12549	10122	森林公园烧烤	456	50	26,30	4	1772,7358,4474,2850
100746	2019七夕	10640	9247	踏青	443	128	37,38	12	8412,6848,12551,7891
100747	2018新年	11745	2562	森林公园烧烤	472	137	38,24	7	10227,1577,13669,4341
100748	2018儿童节	2703	12400	吃饭	422	189	47,20	10	10137,9090,11986,11787
100749	2021情人节	8343	12761	吃饭	281	50	5,19	15	1386,12841,8647,12204
100750	2021儿童节	2998	2712	吃饭	330	235	2,18	2	11211,11665,3739,5913
100751	2020除夕	3264	6928	逛三坊七巷	284	126	34,46	1	2173,11382,7661,7918
100752	2020五一	12824	12233	爬鼓山	417	181	43,32	9	6272,10771,3026,3291
100753	2018跨年夜	13180	8936	踏青	465	109	37,25	13	6858,5079,7068,13232
100754	2020平安夜	9394	8408	逛三坊七巷	389	180	39,37	15	4750,8330,8341,12786
100755	2019国庆	6369	11642	逛三坊七巷	449	221	26,35	15	2953,2885,3631,9692
100756	2021元宵节	3793	3075	逛三坊七巷	477	101	22,2	11	8873,5977,7356,2276
100757	2021万圣节	7715	10535	踏青	474	234	2,43	14	12935,3298,6381,14301
100758	2020新年	5873	6691	森林公园烧烤	288	210	10,46	15	8011,9914,10740,6448
100759	2021除夕	7310	3044	踏青	266	201	10,4	8	3825,8500,10905,11437
100760	2018除夕	10518	10104	爬鼓山	451	100	19,7	14	4304,1852,3648,2392
100761	2020元宵节	4184	13608	逛三坊七巷	311	88	29,30	11	13481,8515,5174,8006
100762	2022儿童节	8411	14219	森林公园烧烤	258	158	15,40	6	7611,5686,4401,4030
100763	2022元旦	10830	4700	爬鼓山	315	163	39,2	3	6171,13573,3817,5138
100764	2022情人节	10577	1348	森林公园烧烤	314	157	18,32	15	12785,3028,2052,5983
100765	2020元旦	11162	11783	逛三坊七巷	333	152	32,19	15	4201,1818,11833,8964
100766	2019五一	5607	6037	踏青	382	74	45,43	2	8836,13291,13431,8821
100767	2021平安夜	7220	8355	踏青	464	239	37,40	10	11102,5019,8068,3946
100768	2020端午	7028	5852	爬鼓山	463	174	28,12	2	6543,10032,5081,5797
100769	2019五一	12278	6602	森林公园烧烤	361	107	17,46	11	5651,11847,6706,4695
100770	2020元宵节	6835	13322	逛三坊七巷	403	85	13,15	9	10497,14263,10088,13124
100771	2021国庆	11419	10215	踏青	348	203	40,2	2	3050,5356,12688,13449
100772	2020除夕	7259	5493	逛三坊七巷	339	191	10,47	6	4557,1893,9318,13853
100773	2021端午	6014	12903	逛三坊七巷	331	225	36,4	11	6454,10958,5597,6184
100774	2022万圣节	9821	1556	吃饭	424	190	25,33	2	5462,8402,9684,7161
100775	2020国庆	3950	14396	森林公园烧烤	388	69	38,22	5	4282,4363,10272,7713
100776	2021儿童节	4472	1080	逛三坊七巷	362	177	50,16	5	6831,13134,6314,13814
100777	2022五一	9404	5951	爬鼓山	324	244	8,11	2	13406,13793,12540,1898
100778	2020五一	9571	4712	爬鼓山	491	199	20,8	12	11348,9530,4216,3608
100779	2020新年	6609	5311	吃饭	254	203	38,19	11	5728,6103,6465,1395
100780	2020五一	6969	8319	森林公园烧烤	279	87	22,20	4	7635,1673,10112,4641
100781	2020五一	6934	12461	逛三坊七巷	305	124	9,2	13	2373,13280,4243,8168
100782	2022圣诞	11305	6159	吃饭	276	187	12,18	15	6003,4095,4837,3596
100783	2020元旦	8084	7575	踏青	485	52	49,38	4	7691,5551,9125,14368
100784	2020元旦	9335	10158	逛三坊七巷	405	181	6,48	1	12537,3530,5639,8227
100785	2019元旦	2526	8392	吃饭	470	148	48,17	2	4439,12159,7005,2336
100786	2022元宵节	4449	3311	吃饭	483	59	23,19	7	4438,14141,3636,11949
100787	2021儿童节	5439	3846	踏青	484	250	8,3	13	11824,3678,9908,3007
100788	2021万圣节	1035	5638	吃饭	272	162	4,31	15	10724,11338,13279,4727
100789	2020圣诞	10084	4484	吃饭	299	121	45,41	2	2966,5863,6233,4609
100790	2020平安夜	2766	9918	吃饭	370	174	30,42	2	2112,12558,11813,4705
100791	2020圣诞	4260	3060	踏青	441	62	32,23	12	9704,7047,11205,5104
100792	2019情人节	10066	7040	森林公园烧烤	291	128	45,38	9	9188,10610,4082,2858
100793	2018元宵节	3899	5347	爬鼓山	373	106	40,5	2	8587,4463,3759,2387
100794	2019情人节	7951	13200	吃饭	461	161	41,47	2	3142,11607,6617,4735
100795	2021暑假	1918	2949	逛三坊七巷	380	247	21,48	14	8443,6017,1682,4067
100796	2019万圣节	7625	13715	森林公园烧烤	419	194	14,42	3	10670,6884,14005,9933
100797	2018圣诞	7529	1643	森林公园烧烤	366	186	12,35	8	9928,4852,14012,6075
100798	2022端午	8199	12850	森林公园烧烤	388	89	5,31	7	8177,14191,3052,2344
100799	2022端午	9473	14399	森林公园烧烤	334	174	45,1	3	9494,2141,10824,13453
100800	2021平安夜	12635	8113	逛三坊七巷	370	229	41,15	2	8888,9431,10789,3205
100801	2019七夕	14179	8985	森林公园烧烤	270	105	21,27	14	5468,1344,11785,11434
100802	2021七夕	2143	6078	逛三坊七巷	441	73	39,42	2	7496,1259,5155,5663
100803	2019国庆	2608	13439	吃饭	382	94	30,20	8	1487,13778,7281,4099
100804	2022万圣节	12205	11945	森林公园烧烤	409	182	50,42	5	1825,13586,5345,1166
100805	2020国庆	14240	11997	逛三坊七巷	342	126	24,1	11	8491,3205,3038,13934
100806	2018七夕	10508	6295	爬鼓山	318	83	41,17	15	2994,3330,1658,13032
100807	2018除夕	7019	11194	逛三坊七巷	309	183	49,24	4	8378,10761,11749,1349
100808	2021平安夜	12958	8788	逛三坊七巷	308	175	38,6	10	2720,9643,5568,12226
100809	2021万圣节	2876	13563	踏青	256	131	38,7	8	8055,4058,2606,5071
100810	2019圣诞	13948	9199	爬鼓山	475	126	25,16	8	14135,4983,12164,11099
100811	2022端午	13099	13839	踏青	392	59	30,15	9	9928,3120,14331,14135
100812	2018万圣节	11894	10543	森林公园烧烤	345	221	27,43	8	1362,11205,8205,3457
100813	2019元宵节	2252	4934	爬鼓山	284	108	17,42	5	8295,6754,12090,8198
100814	2022儿童节	13508	3478	爬鼓山	349	137	42,33	10	6838,4300,9459,12013
100815	2021圣诞	4060	14192	吃饭	306	53	7,49	9	6248,4430,6659,13975
100816	2019元旦	12141	6481	踏青	324	202	25,6	6	13913,11199,11961,1029
100817	2020五一	11946	13183	森林公园烧烤	472	85	10,28	10	3853,10243,10335,10045
100818	2022除夕	2593	6914	逛三坊七巷	418	203	21,49	1	6839,11470,12136,7315
100819	2020五一	6183	10289	踏青	411	104	41,17	12	2833,7268,6537,2311
100820	2020七夕	12132	11019	吃饭	463	151	15,19	7	8187,4575,11505,12613
100821	2022端午	5540	14414	森林公园烧烤	344	177	49,6	1	4119,4380,1537,4465
100822	2021七夕	10233	2238	踏青	493	201	1,3	7	4656,5651,8518,13184
100823	2022跨年夜	11549	9281	爬鼓山	295	106	12,50	11	3577,9183,2580,11551
100824	2020七夕	14261	10529	踏青	279	167	49,10	7	5939,2508,1744,3767
100825	2021暑假	1116	5028	森林公园烧烤	404	226	16,5	12	5287,6243,8172,3802
100826	2022端午	12595	4044	逛三坊七巷	338	142	19,29	13	7464,2689,1537,2824
100827	2018元旦	2315	12239	吃饭	327	245	34,16	6	1975,7864,10031,7820
100828	2021元宵节	12453	8750	森林公园烧烤	429	160	9,3	13	8682,14110,12782,2456
100829	2018暑假	9566	14107	逛三坊七巷	406	188	18,46	8	8353,7387,4429,3860
100830	2021七夕	7000	7945	踏青	284	120	45,8	7	13599,13978,14028,2627
100831	2018跨年夜	6858	9751	森林公园烧烤	339	76	47,30	2	8617,13441,3507,8093
100832	2019跨年夜	14337	12665	踏青	491	93	9,17	8	5814,2301,6169,9418
100833	2022端午	3436	3749	吃饭	437	92	38,28	14	1708,5878,9353,1231
100834	2022五一	10601	8529	森林公园烧烤	400	94	5,6	6	5999,4333,11728,7266
100835	2021跨年夜	11972	12752	森林公园烧烤	319	245	9,25	10	4239,10689,8495,9295
100836	2018元宵节	2946	13846	逛三坊七巷	317	56	19,21	8	4120,13193,8509,5272
100837	2020五一	11656	7497	爬鼓山	335	209	21,10	4	13560,5124,7228,6084
100838	2020新年	5095	12310	踏青	308	206	46,22	14	5373,1116,4862,10747
100839	2020新年	6781	11383	逛三坊七巷	372	166	38,48	12	2095,11520,12055,10330
100840	2022圣诞	1626	10008	踏青	457	204	11,40	2	3012,14014,3362,3374
100841	2021国庆	5770	1138	踏青	285	165	41,9	15	5496,11467,12205,8906
100842	2021元旦	4030	11529	踏青	368	169	15,32	12	6786,2602,12141,13398
100843	2020除夕	2903	9909	森林公园烧烤	275	209	25,3	5	3967,9199,13359,10266
100844	2020国庆	12114	10030	踏青	447	179	12,8	1	3120,13801,6637,11527
100845	2018元旦	5779	6442	逛三坊七巷	475	150	3,45	6	6572,13920,10842,9164
100846	2018元旦	7476	6503	踏青	436	229	28,31	14	14043,7423,11066,11540
100847	2021端午	13650	8233	森林公园烧烤	340	116	12,38	1	14477,2290,11266,12565
100848	2022万圣节	12645	14348	森林公园烧烤	412	217	30,13	9	11579,2386,9817,5861
100849	2020七夕	1504	6105	踏青	365	210	29,28	12	12245,7729,14491,4204
100850	2018元旦	1535	5227	逛三坊七巷	458	123	24,37	15	10048,12716,13888,4963
100851	2020除夕	7333	5895	吃饭	419	189	32,24	11	14427,3352,9078,5458
100852	2021跨年夜	14055	3803	吃饭	494	85	13,50	2	12894,12392,4784,11874
100853	2022元旦	10703	14131	森林公园烧烤	346	70	41,43	3	13502,4433,9609,12852
100854	2018七夕	6120	12029	吃饭	365	55	40,34	13	2403,2008,6453,11988
100855	2019平安夜	13731	5633	吃饭	495	193	47,44	14	6288,5662,9058,8825
100856	2022平安夜	4611	3723	吃饭	392	148	24,29	4	8226,14208,5861,6557
100857	2021除夕	13610	9179	森林公园烧烤	381	176	3,41	12	10692,12412,1050,5262
100858	2018儿童节	8459	3430	踏青	382	207	39,27	8	14066,9057,5368,6384
100859	2019七夕	3702	5831	逛三坊七巷	440	122	44,42	8	8895,6615,10815,5425
100860	2019新年	5966	10083	吃饭	394	56	49,19	15	7310,6514,2260,13206
100861	2021五一	9238	2992	爬鼓山	394	155	47,15	8	9198,10571,9686,12728
100862	2018新年	4341	4064	爬鼓山	445	197	22,26	5	8522,4235,9476,14338
100863	2019平安夜	9715	13753	逛三坊七巷	252	78	31,28	10	3288,11245,4580,10005
100864	2018端午	3807	11272	爬鼓山	428	66	45,37	4	7045,6568,11296,10177
100865	2018万圣节	7778	6759	逛三坊七巷	343	249	25,32	7	10064,11732,7802,5733
100866	2019跨年夜	7617	9417	爬鼓山	259	122	34,7	1	3663,13021,9522,10527
100867	2022元宵节	7233	13358	森林公园烧烤	431	62	30,12	12	5027,6411,3012,2421
100868	2021情人节	2300	5754	逛三坊七巷	388	186	36,20	1	2939,10058,11604,12693
100869	2018国庆	12731	8238	踏青	325	227	46,36	7	13678,14064,10907,3627
100870	2020万圣节	3935	2870	吃饭	352	219	17,12	10	10128,8577,6436,4441
100871	2019七夕	7758	9079	逛三坊七巷	335	83	20,3	9	13236,4022,12299,6437
100872	2018元宵节	10997	11126	吃饭	391	70	29,30	11	9338,8639,14450,3036
100873	2018五一	5360	3397	爬鼓山	279	224	15,18	4	11201,10694,6295,6686
100874	2020除夕	7877	2252	森林公园烧烤	343	186	5,23	13	13524,9059,14328,10172
100875	2019平安夜	13727	10089	森林公园烧烤	365	232	16,1	1	3480,4665,2985,2610
100876	2022跨年夜	6048	2853	踏青	337	50	4,40	1	10963,4238,8414,14260
100877	2018端午	5929	1575	森林公园烧烤	410	234	3,15	10	1394,6194,3187,12517
100878	2019新年	10323	9716	踏青	489	183	10,18	3	4520,2888,10329,9621
100879	2018元宵节	13444	1056	逛三坊七巷	310	203	16,29	12	1506,11235,14083,12717
100880	2020国庆	12459	11311	吃饭	254	77	9,38	12	4584,5596,9322,6626
100881	2018万圣节	11928	13227	森林公园烧烤	385	93	35,45	3	10183,2888,3571,11927
100882	2020元旦	13625	9703	逛三坊七巷	397	58	23,6	4	1407,11848,10461,7102
100883	2021平安夜	11773	5013	逛三坊七巷	324	53	34,13	10	6574,4981,3407,3270
100884	2018五一	9435	12325	森林公园烧烤	266	78	50,24	2	6696,13073,3071,6211
100885	2022儿童节	13382	9714	爬鼓山	257	163	23,46	5	1531,12661,8557,10454
100886	2018端午	10784	8751	爬鼓山	353	223	26,29	11	5809,8257,13885,5790
100887	2022端午	4501	8703	逛三坊七巷	335	60	9,6	13	8646,13299,3491,1327
100888	2022元宵节	2903	9655	吃饭	458	110	39,10	2	7422,8137,3995,11788
100889	2021跨年夜	14067	5521	踏青	434	234	21,43	11	5759,4758,11575,2927
100890	2019儿童节	3919	2453	踏青	262	190	44,47	9	12889,10347,3239,14335
100891	2019元宵节	13969	14164	爬鼓山	293	211	42,5	13	1372,4793,5699,2994
100892	2022除夕	4401	10042	爬鼓山	285	230	24,17	10	5228,14392,2904,1531
100893	2018情人节	12600	11125	吃饭	368	186	20,38	2	14179,1013,5028,8041
100894	2019平安夜	6092	13378	吃饭	347	249	20,26	13	10054,1765,10876,13616
100895	2018圣诞	1684	6422	踏青	254	119	48,16	14	5644,1422,4610,9150
100896	2021圣诞	7976	8314	森林公园烧烤	488	170	4,18	15	9728,3657,10346,11407
100897	2019暑假	5335	3003	吃饭	324	53	47,2	10	11421,5244,5977,7091
100898	2020元旦	7239	3071	森林公园烧烤	349	249	39,39	12	10514,2887,9558,1495
100899	2018平安夜	8349	6095	爬鼓山	410	52	33,18	9	2420,1907,11402,10513
100900	2022平安夜	6656	9897	吃饭	364	99	8,41	6	3587,9029,9924,6259
100901	2020暑假	2450	3211	爬鼓山	458	197	2,11	15	6820,2572,12905,3983
100902	2022国庆	11885	5572	踏青	279	155	49,7	12	2526,4661,5345,3107
100903	2022元宵节	10769	13341	森林公园烧烤	385	68	21,2	12	3909,9050,9305,12426
100904	2018暑假	9628	11145	逛三坊七巷	471	54	40,46	11	7575,2265,7509,2627
100905	2018端午	10105	1125	踏青	408	152	2,5	6	2465,6622,13992,6910
100906	2021圣诞	7924	9729	踏青	368	147	41,8	9	3514,9649,5397,13569
100907	2022暑假	4741	12441	吃饭	472	151	38,12	11	13737,12708,13659,3634
100908	2020元旦	3266	5953	踏青	291	90	7,41	11	8031,10056,7788,1330
100909	2020暑假	10895	4293	踏青	281	88	9,12	7	9281,5748,9723,8085
100910	2022跨年夜	2240	8910	吃饭	409	146	5,40	8	5754,3469,12576,11797
100911	2022儿童节	6718	1282	爬鼓山	287	242	19,32	9	5182,10165,6990,10250
100912	2020万圣节	2723	14356	森林公园烧烤	470	65	45,6	3	7451,10932,12469,5010
100913	2018暑假	8760	6549	爬鼓山	269	161	39,49	4	2501,13813,14179,8688
100914	2020国庆	8647	6175	逛三坊七巷	448	113	14,45	4	2228,7584,11592,3418
100915	2022元宵节	3908	9442	爬鼓山	476	90	37,47	5	12411,14095,13817,13657
100916	2019情人节	12581	4518	吃饭	397	67	40,6	9	13422,11705,13014,14326
100917	2022暑假	10033	10851	逛三坊七巷	449	165	39,4	10	4100,7739,5889,11238
100918	2020平安夜	6399	8599	爬鼓山	297	200	43,10	7	1749,13053,5709,6243
100919	2021除夕	8954	9789	吃饭	404	194	48,50	14	9034,1957,11850,2724
100920	2022五一	8176	1477	踏青	354	155	8,28	13	2842,2423,1768,9671
100921	2019暑假	5108	6565	吃饭	454	186	17,18	15	5855,3779,3321,3747
100922	2021新年	9324	14358	森林公园烧烤	338	228	22,21	6	6342,14485,1615,5904
100923	2021新年	11036	12160	森林公园烧烤	345	97	14,25	6	1744,11466,4530,5374
100924	2022万圣节	6655	8481	吃饭	283	181	30,46	12	5063,8821,12373,12689
100925	2020国庆	5599	6261	森林公园烧烤	332	178	46,16	10	6818,13608,11376,9330
100926	2022万圣节	2927	2505	踏青	353	141	46,42	7	7570,9925,4360,1708
100927	2020跨年夜	5436	7206	踏青	394	203	7,29	9	6259,5968,11893,4134
100928	2021元宵节	9061	4962	逛三坊七巷	435	152	9,24	11	1598,1001,1952,6923
100929	2020七夕	9348	12115	爬鼓山	335	145	17,37	2	12376,3562,12453,9464
100930	2022元旦	6154	8723	吃饭	338	135	45,27	6	8327,12191,3592,7054
100931	2019新年	10755	11127	吃饭	292	136	38,46	7	3916,11779,4257,9136
100932	2019端午	3142	10122	逛三坊七巷	318	212	46,34	8	2793,3753,1176,12610
100933	2021除夕	1920	11373	爬鼓山	289	224	11,19	15	1017,2952,7652,3528
100934	2019七夕	9737	12486	吃饭	496	130	20,44	11	7710,7371,3075,10925
100935	2020万圣节	11660	6275	踏青	272	229	36,25	7	1511,3589,11360,1790
100936	2020跨年夜	10854	7762	吃饭	381	172	47,7	1	9850,4731,1256,4957
100937	2022七夕	12155	11032	逛三坊七巷	368	119	45,11	7	9440,4435,5693,1694
100938	2022万圣节	12988	5811	逛三坊七巷	419	152	30,21	6	11582,14284,5692,13287
100939	2018情人节	7983	6623	踏青	259	76	36,23	10	8410,1435,13376,8976
100940	2018端午	7855	13756	逛三坊七巷	442	92	38,45	9	4673,4051,6787,1960
100941	2019暑假	7056	11024	森林公园烧烤	390	74	12,40	1	8426,8445,9210,10297
100942	2019元旦	2941	7892	踏青	480	144	24,34	5	12886,11733,3907,12016
100943	2018圣诞	6040	7886	爬鼓山	394	148	5,5	15	10646,6077,10501,9320
100944	2022国庆	13777	3521	爬鼓山	491	116	32,4	12	6278,2726,12275,11395
100945	2018圣诞	9617	4211	森林公园烧烤	294	218	36,49	13	4232,11433,8544,4018
100946	2020跨年夜	12706	11675	踏青	462	233	17,27	10	4868,7488,2702,4907
100947	2018除夕	5794	12865	逛三坊七巷	372	108	34,36	5	7445,10516,3497,12138
100948	2019元旦	5468	7163	爬鼓山	337	175	18,8	2	7400,6038,7045,12677
100949	2018除夕	14373	5318	踏青	482	52	7,24	6	1285,13661,11153,5122
100950	2020元旦	2238	3262	逛三坊七巷	461	197	5,46	15	4867,8381,13676,1631
100951	2022除夕	4920	5310	吃饭	480	220	28,41	8	12771,3483,1772,4598
100952	2022暑假	12361	12057	逛三坊七巷	367	87	48,35	1	6201,7781,9098,10091
100953	2021儿童节	7036	3852	爬鼓山	391	182	23,28	9	2628,10743,9513,11754
100954	2019儿童节	1143	8793	爬鼓山	349	191	2,40	8	3243,13837,12591,6049
100955	2018暑假	4684	8420	森林公园烧烤	448	80	12,4	15	9674,6701,10335,8224
100956	2022五一	11680	1317	爬鼓山	267	154	42,36	7	4801,10760,8577,11878
100957	2018圣诞	13027	8745	爬鼓山	415	239	12,48	11	5910,2092,9391,4491
100958	2020元宵节	4233	5783	吃饭	464	218	26,19	13	8063,7114,2867,12193
100959	2022暑假	14361	8733	爬鼓山	397	161	43,31	7	13114,6811,2753,9571
100960	2021儿童节	13364	11340	吃饭	492	64	8,36	13	4364,9304,6242,5807
100961	2021除夕	8157	2039	爬鼓山	336	111	5,26	2	11573,12154,7774,4463
100962	2020平安夜	13884	13576	吃饭	375	71	25,2	13	14266,5590,1163,7764
100963	2021情人节	9660	3958	吃饭	500	185	44,1	9	3866,5369,4703,3025
100964	2022平安夜	2296	12781	森林公园烧烤	442	121	22,18	2	6527,8040,13879,9420
100965	2021圣诞	11527	7658	逛三坊七巷	482	238	19,11	12	12889,3224,1156,2873
100966	2021跨年夜	7953	13610	森林公园烧烤	483	208	6,10	9	9680,1165,1945,1412
100967	2021暑假	7611	5198	吃饭	308	215	43,47	9	13183,5848,5594,8664
100968	2020平安夜	8769	5601	爬鼓山	384	122	45,38	14	14186,13829,7898,3420
100969	2021平安夜	4388	11113	逛三坊七巷	414	65	49,34	2	10311,1314,14345,3043
100970	2019元旦	13897	12030	踏青	316	111	18,38	2	6710,11536,1845,10631
