ID	city	name	address	avg_score	price	type
12288	18	J8AZO	xsKS9	1.6	146	1
12289	10	C9AIG	jSnYC	1.6	289	2
12290	12	m3ZXk	QHjjn	3.1	24	3
12291	16	iNS0r	n19El	3.1	170	3
12292	6	UrTyZ	vQDe6	1.9	324	2
12293	4	N6xUP	mu1Vp	1.9	161	2
12294	20	tT2w6	qZh6x	3.8	353	2
12295	4	wZgET	Wm0sn	3.8	404	2
12296	20	H2CwS	1AVxl	2.3	474	2
12297	3	Agfrg	guNFN	2.3	40	3
12298	17	ktRI9	qfts8	1.9	91	1
12299	16	j3yP7	j4n7h	1.9	270	3
12300	3	sWIDa	VQHgB	3.8	74	1
12301	13	6vKSg	PsMSS	3.8	462	3
12302	15	1tdmI	GCn1r	4.7	296	2
12303	8	09SxU	310OR	4.7	112	2
12304	2	Ju3FN	RnuRo	5	161	2
12305	3	MCXF2	F6AB5	5	45	2
12306	16	ggfh3	66nVE	1.2	368	2
12307	4	Ye6sp	bUt3G	1.2	125	3
12308	11	RAF5q	ZiYBs	4.2	191	3
12309	11	lUyrJ	hjKwP	4.2	384	3
12310	8	VtZxF	uHLuL	4.6	136	2
12311	5	G2nGT	kIR68	4.6	197	2
12312	2	Kod6f	x3WEW	1.6	396	1
12313	8	aFnTd	LodGI	1.6	229	2
12314	13	ZrQVP	ie87r	1.6	466	3
12315	6	6SeRN	C4sFU	1.6	76	1
12316	19	3A3RT	Ko2Hu	4.1	271	1
12317	15	nBFAa	Yv8ZO	4.1	488	3
12318	16	OSsZG	yBkIg	1.9	101	1
12319	10	9eabb	NnQ4U	1.9	211	3
12320	13	MJ5Wj	QtZ6P	2.9	377	3
12321	15	4TUjw	3hDia	2.9	329	2
12322	9	4hMnA	nGKnf	2.2	389	2
12323	11	aDp4q	HR2xE	2.2	48	2
12324	19	KZHzu	bYyyk	3	23	3
12325	9	GhZsl	uuhnx	3	90	3
12326	9	2PmsQ	cDPTh	1.6	169	3
12327	5	dV5xV	3rKFG	1.6	11	3
12328	1	OksaP	4qAjc	3.2	406	2
12329	11	6ZrOT	XRQEa	3.2	333	1
12330	16	6jTT4	I97rZ	1.5	208	1
12331	13	qZAq9	bijHp	1.5	183	2
12332	14	rmZqQ	p9pcC	4.3	296	2
12333	18	hsh5O	NorVQ	4.3	226	3
12334	1	9CFxP	l1Zpv	4.6	89	2
12335	13	S8Xex	vwK4s	4.6	372	2
12336	7	70Gsv	9ZFHu	2.5	273	2
12337	10	cM2nu	vW1Du	2.5	97	2
12338	7	Wl9cY	owiPu	4.2	69	3
12339	19	1V2Zz	BdkHA	4.2	294	2
12340	3	9pfqe	iTdi3	3.2	21	3
12341	8	AEjg4	oKFMP	3.2	34	2
12342	5	PmXZD	XiBhA	4.1	407	3
12343	8	v8p3r	r0PER	4.1	127	2
12344	11	32rqD	7UGLI	4.2	26	2
12345	14	PgvUV	GvVGA	4.2	135	3
12346	1	aPAbg	G2SzF	3	452	2
12347	16	wHh7x	XSGsZ	3	492	2
12348	15	eHsga	Wt7HH	1.7	414	3
12349	12	wfIjE	wteVM	1.7	48	1
12350	20	y1sdv	B1MgD	2	433	3
12351	11	rPXzb	tw7HY	2	249	3
12352	11	sT2w0	t9w5C	3.8	231	1
12353	4	DRr9S	DShZ0	3.8	200	1
12354	3	aCJNY	4CkEh	4.5	98	1
12355	10	mGVaX	ZsJTc	4.5	488	2
12356	9	aL0GN	ZwpyM	4.9	49	1
12357	2	IbTNd	rtmLm	4.9	484	3
12358	12	hOhz0	QHxcw	3.8	93	3
12359	14	EP8Zo	BmjXu	3.8	235	2
12360	19	JwLWj	g9Rao	2.4	378	3
12361	5	gtHs3	iT6Ul	2.4	83	3
12362	6	6nGg3	9iEpV	4.6	445	2
12363	19	Yx5BC	TauWn	4.6	317	1
12364	10	OSNuW	BFVx2	4.2	483	1
12365	4	zksvo	VHHes	4.2	336	2
12366	4	7qhgo	1a3NV	3.8	487	3
12367	5	tEkjq	O330y	3.8	386	2
12368	12	9OLSe	17xin	2.5	72	3
12369	5	9B2CG	9Jz9b	2.5	25	3
12370	9	NUW1u	dUjdM	1.8	489	3
12371	18	3AnLA	RuAUS	1.8	181	1
12372	4	Q45LM	soFrx	3.3	110	1
12373	12	lL1W2	Rb8zC	3.3	48	2
12374	19	y8VHz	GlLzT	3.7	231	1
12375	2	xhWqb	yxPz9	3.7	294	1
12376	11	pw7pF	klTzO	3.8	192	2
12377	20	Fmb76	CTdEU	3.8	269	3
12378	9	3RvTq	VhJUn	3.3	435	3
12379	13	jke9x	cZFxV	3.3	309	2
12380	12	yayO0	bFDI3	4.9	67	2
12381	16	XpHCd	bSiGa	4.9	447	2
12382	9	8TsN1	OrkLM	1.2	113	1
12383	12	Hvxbz	J8bWQ	1.2	368	2
12384	17	66na1	f9k69	4.7	211	2
12385	1	QoaY3	gtgcu	4.7	53	1
12386	2	gRFSg	4KgmB	3.2	97	3
12387	20	40FlH	gXosE	3.2	255	3
12388	4	Wt5kQ	DPukA	1.1	265	1
12389	12	ixrKY	7VAbM	1.1	99	2
12390	20	UUcBy	JzyNZ	3	186	1
12391	16	2gz6Q	ScJUV	3	109	3
12392	9	anEGZ	4EN08	3.6	79	1
12393	2	ig7o2	Ns3v8	3.6	251	1
12394	4	RDUEB	2ABu2	3.8	266	2
12395	19	oqWjp	iRt8n	3.8	129	2
12396	6	WgZDo	6OmLW	1.3	42	1
12397	8	397xl	DYeqV	1.3	334	2
12398	7	ebo70	Uc9tP	1.6	276	2
12399	6	HTydy	RKCIe	1.6	286	3
12400	20	Q9zo8	iDAe9	3.3	172	2
12401	18	YGRyB	Y39qd	3.3	460	2
12402	12	Xv703	Vldgw	1.3	312	3
12403	10	rbNlx	FqVrP	1.3	211	2
12404	17	oclUC	H3kBC	2.6	267	1
12405	16	bHVoH	mOXl6	2.6	122	3
12406	4	9pMxH	4Qpbc	3.3	335	2
12407	8	UuwAy	auT0s	3.3	381	2
12408	13	jo9o6	as9dT	2.6	374	1
12409	2	NnHes	6oP3i	2.6	217	2
12410	5	JDANG	YTfu5	4	431	3
12411	12	6pati	9bjrP	4	348	1
12412	12	mXkMA	DSAqp	4.4	70	1
12413	10	WrKFc	AjOWu	4.4	425	1
12414	20	GwqdQ	MBvDB	2.5	159	3
12415	15	jbXUJ	5RfCQ	2.5	154	2
12416	14	RM16s	8Fodw	4.1	303	2
12417	8	DD4bV	YTtnZ	4.1	410	2
12418	19	RPcoD	FcSjB	4.1	236	2
12419	15	H2MqQ	3d1Xp	4.1	146	2
12420	12	BnETT	fHM7A	1.2	324	2
12421	12	BCtaF	FoGGX	1.2	428	2
12422	11	WNkl6	RQYEG	3	420	2
12423	6	UMMK3	wv00r	3	419	2
12424	19	Z34tp	YCRfD	4.9	346	1
12425	18	VyRJv	ZRKAQ	4.9	432	2
12426	13	8A9uV	xWmsL	2.1	306	2
12427	5	vKnSj	wNDaX	2.1	349	1
12428	4	OfkKH	FONRs	3.6	280	3
12429	17	cgurV	LNidN	3.6	255	3
12430	12	0Xj0q	fWAt6	2	66	2
12431	12	mxbHR	ajCi0	2	113	1
12432	3	38FLP	OhtpH	4.2	152	1
12433	19	n7Lvg	YkChC	4.2	422	2
12434	1	ZQxzN	HNa1a	4.5	324	2
12435	20	PWljY	mzqmV	4.5	228	3
12436	3	cJ0QA	DRskg	3.3	489	3
12437	14	xwMeV	aF9rl	3.3	449	2
12438	5	3A148	JevJs	2.6	306	1
12439	5	qbrw8	OYjDT	2.6	306	1
12440	12	nXSs0	UlzXe	4.7	270	2
12441	18	SLDTM	N1xOD	4.7	366	2
12442	18	O8Ld4	Xslnr	3	447	3
12443	4	gxycI	I5gVB	3	213	1
12444	4	cpROk	FdZ3O	2.8	51	3
12445	10	M4g14	JDWhV	2.8	99	2
12446	13	tE7Ao	cemhJ	1.3	327	2
12447	9	3Iioi	fCiGb	1.3	309	3
12448	19	SvrC1	2bTYl	3.7	345	3
12449	6	rtAts	vYKbT	3.7	466	3
12450	3	40svm	5Yzcg	1.5	193	3
12451	18	o1HBK	jDqhI	1.5	138	2
12452	10	w1ocO	4Mc0a	4.2	461	1
12453	9	z0Zot	800oL	4.2	81	1
12454	5	85i3f	MjJv9	4.5	157	3
12455	7	effit	o7HQM	4.5	451	1
12456	11	qqCnk	47ss6	4.9	99	2
12457	13	Pu5fh	FwDSM	4.9	244	1
12458	6	jhVfN	BgrKo	4.6	121	3
12459	4	UOb8y	zYlRU	4.6	369	3
12460	13	zrbHh	LWWNn	4.7	117	3
12461	9	3sCRw	j0sDo	4.7	415	2
12462	2	v9f4r	IoXa2	4.2	390	2
12463	12	4onw0	mRetV	4.2	69	3
12464	1	s0fTk	FHtoG	2.9	286	1
12465	3	K9qBR	1hh8l	2.9	260	3
12466	2	Ez2cb	V98Aj	2.3	162	2
12467	10	LmxK6	drakg	2.3	182	2
12468	7	eRRCB	t9ycX	1.6	294	3
12469	16	jHPlk	dqxoG	1.6	154	1
12470	2	Q2tO8	pTKT6	2.2	93	1
12471	11	g3iHy	LYDSb	2.2	281	1
12472	19	uHhUm	YySYB	3.8	363	3
12473	10	1JiVH	AnodK	3.8	159	2
12474	13	DvN81	kmVPf	3.9	104	1
12475	8	7bjBo	Rd7uo	3.9	21	2
12476	1	aFt7M	ZOoOx	1.4	115	3
12477	5	m150F	DCKNV	1.4	385	2
12478	2	64Vho	a2l9s	1.8	317	2
12479	5	z0Aoh	jNwoB	1.8	400	2
12480	7	YNlpO	1D5bl	2.7	194	3
12481	11	6PWWZ	HpulQ	2.7	301	3
12482	14	11w4x	hCYOf	4	315	2
12483	16	Gb8Am	69sRM	4	452	1
12484	19	kbRna	iqa2M	4.5	175	3
12485	10	yDAIX	pPWKj	4.5	454	1
12486	17	opMcx	HkjBx	1.2	465	2
12487	3	8Gbpc	INZN4	1.2	94	3
12488	11	sPqFo	tCXAY	4.6	110	2
12489	19	l1erS	GcHjm	4.6	15	1
12490	16	PZLBX	V5b6t	4.9	213	1
12491	1	D9Dg5	SLxLl	4.9	441	2
12492	16	UdhgB	D5E4q	4	181	3
12493	17	ZP0Bd	DJUs6	4	116	2
12494	7	qGbcP	gDIEX	2.4	347	2
12495	16	06qQ0	lBqP6	2.4	140	2
12496	4	Plm0l	ViO3N	4	254	1
12497	18	0dNZ3	GwY07	4	167	2
12498	18	FLW16	PmNdO	4.4	336	3
12499	9	UjBAz	LClpY	4.4	306	3
12500	10	jqGKT	jqf1l	1.6	49	2
12501	15	u97Mt	jAJ6y	1.6	219	3
12502	14	zyvCA	SpzcC	4.4	420	3
12503	6	FwARR	YK5A8	4.4	52	1
12504	8	bsupJ	KiFkX	4.6	458	1
12505	1	OJitd	v5dEz	4.6	484	2
12506	7	vj0sY	kcfpu	3.3	130	3
12507	4	cfXCV	HoiPi	3.3	303	2
12508	16	VzPZ2	96Nyn	2.3	274	1
12509	20	PbfAY	8jaw4	2.3	22	3
12510	10	AnrkF	AKMyj	2.2	264	2
12511	16	CqZfQ	WgPGs	2.2	315	1
12512	19	z4c9I	W49EU	1.2	461	1
12513	4	JuypU	zDE8v	1.2	324	3
12514	18	RBxbT	wKUzb	4.3	65	2
12515	20	0k5I5	imhtD	4.3	79	3
12516	15	Rr5ga	E4Sy7	2.5	370	3
12517	6	VFTFy	kHc6w	2.5	360	1
12518	10	DXgEZ	QmVnY	2.6	50	1
12519	16	J7ZpN	R6HF4	2.6	296	3
12520	17	IpsBy	JcHL8	3.2	457	3
12521	8	0KLPV	B3eNq	3.2	323	3
12522	8	94YNs	zexhD	4.9	489	3
12523	20	iM2WH	pmxxX	4.9	352	2
12524	5	qtUDZ	QBSdg	2.7	357	3
12525	4	toML3	vI5zD	2.7	31	1
12526	5	fs999	6KNTc	4.1	390	1
12527	13	0x9FA	S3cOs	4.1	316	3
12528	9	A40Vd	J0noz	2.5	322	1
12529	15	ndyDo	NsvKa	2.5	337	1
12530	17	sOd9e	uZvmL	3.4	334	3
12531	1	Nnh4h	NOYP7	3.4	101	2
12532	6	vXNDz	f2ep9	1.8	41	2
12533	5	Ib4ZB	x9xv2	1.8	320	1
12534	6	fqr1T	nqPbP	3.6	170	1
12535	18	3Mnsf	yPqqc	3.6	208	1
12536	5	VmNys	ju9wt	4.8	53	1
12537	15	HWevb	VxFaU	4.8	225	2
12538	7	3Phrj	fBFqO	4.6	482	3
12539	16	fAAYc	otpwd	4.6	68	3
12540	6	m1bbh	xPngb	1.8	392	3
12541	2	wmUpW	HOMIN	1.8	51	3
12542	20	HP1xq	KKZNq	3.1	345	3
12543	18	HtEcG	5xLrw	3.1	414	1
12544	2	rEACi	tXyYg	4.3	468	1
12545	8	swQjb	ozhEv	4.3	195	1
12546	5	CYfFX	KDBS7	3.2	69	3
12547	6	EUHXo	sKIHl	3.2	91	3
12548	15	vlPjC	jq9jD	4.7	95	3
12549	16	q4Fhx	D1trr	4.7	164	2
12550	9	4lzNI	W0JOo	1.7	105	2
12551	2	A6fSw	Bhzq5	1.7	482	2
12552	20	UJO8I	dv7pz	2.1	195	1
12553	5	vZfT2	YpsVp	2.1	118	2
12554	16	GctCC	HpIeK	4.1	441	3
12555	19	2q2mJ	YAGjL	4.1	187	1
12556	2	LevLa	v8GhH	2.7	154	1
12557	18	9IzJu	AEkkm	2.7	80	2
12558	2	x3XHV	p5ee7	4.1	76	3
12559	14	cKsae	bPAUQ	4.1	25	3
12560	10	c3BPt	mELcF	4.6	102	3
12561	8	4mcmX	s1yiN	4.6	375	3
12562	17	3kU2E	TkXFI	3.6	466	3
12563	1	vL6mP	uRSrw	3.6	238	3
12564	14	ufSvA	6pmZG	1.3	106	1
12565	12	qYn1l	0yHOl	1.3	32	3
12566	6	qzBEA	aB5II	1.1	305	1
12567	2	Eaua0	Yut2v	1.1	423	1
12568	10	EGqU6	J4uiI	2.2	473	3
12569	2	SZ36O	2oDbT	2.2	159	1
12570	16	GUJmr	9NwKt	4.1	487	1
12571	19	8DF3g	0p6o9	4.1	497	2
12572	18	0NZGC	SGdnu	2.8	311	1
12573	3	zMaQ7	8hxqM	2.8	36	2
12574	14	jdDQS	qnrMi	5	57	3
12575	17	dREvl	gxpeF	5	393	3
12576	1	e13zP	B8Anp	4.5	357	3
12577	4	pxSfS	5QlfI	4.5	341	3
12578	10	TiDrK	qtsjt	3.2	379	1
12579	10	GYdFU	T2Dp9	3.2	415	2
12580	5	uxhrb	Rh8Sk	1.5	135	3
12581	15	QZdsk	KQLOk	1.5	234	2
12582	18	uxrfr	GQ5up	2.7	415	3
12583	2	PAT2Q	kxfY1	2.7	202	1
12584	2	cpftM	srCu2	1.7	54	1
12585	10	XF9YS	Zy86X	1.7	66	1
12586	7	fGPi3	cTAL8	4	382	1
12587	1	9FNC7	5Gtws	4	269	2
12588	2	gQX8m	Ys59l	1.4	386	2
12589	8	unhhv	rwElT	1.4	107	1
12590	5	bHNIn	Rztkg	3.9	380	2
12591	20	3QmHI	4rOPn	3.9	22	3
12592	7	Y5zzz	jKCSO	2.6	322	1
12593	12	XEDna	hBLgX	2.6	158	2
12594	14	mFSQu	rFqs2	4.6	143	3
12595	14	kKtJ3	YTICZ	4.6	200	2
12596	8	EB6NU	VZoVI	3.8	99	1
12597	4	wk56q	nziQP	3.8	306	2
12598	15	9J1CE	k3FPK	3.2	64	3
12599	19	n19dP	VxUG9	3.2	165	2
12600	19	4m25I	6zlMV	3.8	247	3
12601	15	ZwQpG	FaoRJ	3.8	266	3
12602	15	Mfrir	Kv6sB	3.3	485	1
12603	15	bdHjC	xuP9E	3.3	246	2
12604	16	xsDKJ	LnX7Z	1.1	35	3
12605	10	AbxrM	KAPd1	1.1	383	2
12606	17	DGF58	MbGZO	2.5	392	1
12607	11	7znbZ	GRLbq	2.5	386	3
12608	20	F7dCX	t9pQP	2.6	192	2
12609	1	1KeWW	moslH	2.6	159	3
12610	11	ZnSin	N243A	4.5	381	3
12611	9	xRmPx	t0Sdx	4.5	161	1
12612	12	ftnNM	f5msV	3.3	128	1
12613	19	A1ccW	Ork60	3.3	171	2
12614	5	y9XWH	womKm	4.6	402	3
12615	7	ZuUOl	dZCDK	4.6	249	2
12616	7	TGpNE	jDAzn	1.4	440	3
12617	4	dsTdg	UoKYS	1.4	49	3
12618	14	V7wUg	Qm89q	4.7	128	3
12619	15	OT6cd	KU8NE	4.7	483	3
12620	13	UdSaa	QAcrL	1.2	481	2
12621	11	BisMl	wu6li	1.2	54	2
12622	1	4ljFF	16xTd	1.5	317	3
12623	6	5zVvI	OEOQd	1.5	117	2
12624	3	MCoRb	94emQ	2.3	393	1
12625	15	oba4b	W7Qpo	2.3	144	3
12626	10	5wEia	Gw2YZ	3.4	355	2
12627	18	wzATF	GwCQ7	3.4	361	3
12628	2	yFblk	JLaMS	4.3	467	1
12629	4	45gdR	HniwC	4.3	157	3
12630	15	Ym3BV	hCE3O	3.2	444	3
12631	13	mFvMw	z253S	3.2	483	1
12632	5	FRTPM	ZXmeB	3.5	219	2
12633	7	nfFeK	WQILT	3.5	455	2
12634	2	VJ3qt	hSUO0	1.2	93	2
12635	1	TnQTN	sZT8o	1.2	106	3
12636	16	GuU44	8nr2K	2.4	466	1
12637	16	0aUiW	aSpM5	2.4	26	2
12638	14	lpYVv	am2uP	3.3	431	3
12639	20	6ZHbc	fYlOG	3.3	112	3
12640	7	sveH4	5k3Cx	3.4	468	1
12641	4	feQES	ek3OO	3.4	238	3
12642	7	ED66o	dscdF	1.3	277	2
12643	5	k7IyA	bJBdl	1.3	265	2
12644	20	mUqRK	UneXg	3.6	229	1
12645	2	9RzLH	d0wyK	3.6	233	3
12646	13	Mq53T	vHJOC	1	120	2
12647	3	NaArP	wVWv0	1	281	1
12648	5	amimi	NR2Ip	1.9	405	3
12649	6	tL4FL	cUsMr	1.9	45	2
12650	2	hKH9e	ZoIZq	4.9	277	3
12651	9	EYP9P	Pu42n	4.9	343	1
12652	1	wypBO	tMxJZ	2.3	384	2
12653	19	Btrtr	9iJ4Y	2.3	367	3
12654	20	2SWEH	uBziL	3.1	341	2
12655	6	iIJs3	GYeP8	3.1	39	2
12656	20	MbGsz	p1Iqj	1.9	95	2
12657	19	MuxA5	Og6oF	1.9	278	1
12658	5	SLcIO	WLbWG	2.4	419	1
12659	7	X4qvq	bIsdd	2.4	21	1
12660	17	7oQ1o	wWGcQ	2.9	446	1
12661	13	SCX88	T2lED	2.9	109	1
12662	12	Gyejn	vHPe1	3.8	491	3
12663	1	bcqFs	swF5c	3.8	87	2
12664	8	Z1ymk	HELKA	3.2	446	2
12665	17	xOEVk	bKei1	3.2	46	1
12666	13	780cA	5zht1	1.4	474	1
12667	12	OtwA1	3IaPK	1.4	266	3
12668	5	6uwvc	zco1S	2.6	345	2
12669	11	5gNNs	6jERb	2.6	291	1
12670	17	YaYrc	W3NRB	4.5	312	2
12671	12	fPOMg	w6uUI	4.5	181	2
12672	12	upu88	X1bSg	3.4	197	1
12673	20	DfCYj	9g5x9	3.4	346	2
12674	9	Ii3Br	iWfHt	2.1	66	1
12675	4	VI9X5	vJJ6A	2.1	62	1
12676	16	5hHEi	apH2V	1.5	173	3
12677	9	pAWrm	eNvjG	1.5	12	1
12678	10	171mW	CCu3i	4.3	436	1
12679	1	JWyIq	e6DGS	4.3	42	2
12680	19	xNJrd	ICkSR	4.2	442	1
12681	16	xMjMo	jareU	4.2	171	3
12682	2	0MMmi	AuUNL	3.2	240	1
12683	7	OjK5b	hyYyP	3.2	326	1
12684	18	kSbHo	S58tR	2	115	3
12685	9	WA9tg	1POCo	2	314	2
12686	5	QaKPJ	fXq5B	4.1	46	2
12687	16	sJOCi	pa2T6	4.1	20	2
12688	3	FoS7Z	rFVkv	4.9	415	1
12689	20	209FE	18HNQ	4.9	10	1
12690	9	DAoQd	viKZg	3.5	154	2
12691	20	7K2pX	BesKh	3.5	297	2
12692	2	nGt7J	cdakw	4.5	14	1
12693	3	oyWmI	c09D7	4.5	13	2
12694	19	3KXD6	z32Zt	1	387	1
12695	9	tMuP1	FwzqL	1	363	2
12696	15	mdwe8	vMWlx	4.2	350	1
12697	15	4u2n3	VSutt	4.2	305	2
12698	14	08Gn2	iqqdK	1.8	317	3
12699	17	faG20	Nvi6l	1.8	239	2
12700	15	6PHAz	iv85m	4.3	325	2
12701	4	jkHEU	Ci67y	4.3	232	2
12702	5	rfHQw	bvA2A	5	151	2
12703	18	2QQ9C	uGS9s	5	286	1
12704	16	ve8n3	xI4SM	1.8	145	3
12705	2	WDJzd	licGD	1.8	424	2
12706	6	zwo9X	r0KY7	4.9	301	3
12707	13	FDdri	SPjxc	4.9	354	2
12708	13	bFXZk	qmZV7	4.5	467	3
12709	1	4vCFB	kCB6w	4.5	279	3
12710	9	KmPFo	w3Pb1	1.5	306	1
12711	12	QhVVX	2USgN	1.5	463	3
12712	13	lVrlR	o5NZ3	4.2	287	1
12713	9	I6PjQ	1kWJB	4.2	293	3
12714	20	atbwb	wOlQM	2.9	215	1
12715	20	HfZ5n	5WXwg	2.9	66	2
12716	20	7iFkE	bvJfV	2.6	358	2
12717	1	hyPry	44pDo	2.6	468	2
12718	8	OQOCh	qnSiy	1.9	345	3
12719	11	eB9AN	XE47B	1.9	28	2
12720	14	WthX6	BfPUR	4.9	292	1
12721	5	9Xefr	amQcb	4.9	241	2
12722	10	STnM5	j07Mo	2.8	56	2
12723	20	Ol3iY	8ZdcV	2.8	215	3
12724	4	dfKIy	zJBut	2	58	3
12725	12	E176s	FK0tf	2	480	3
12726	14	MrpVy	87P4k	1	305	2
12727	5	FiKdD	0EvTz	1	92	2
12728	4	Ko10J	tML6W	2.8	304	2
12729	18	YuxZS	KubhV	2.8	46	3
12730	12	U4gwe	pPLRI	2	61	3
12731	19	1UkKs	vGXeK	2	36	2
12732	1	tzKsi	wQYMs	3.1	402	2
12733	5	ALg3f	G2whX	3.1	241	1
12734	20	uYT1x	cMFph	1.8	411	2
12735	9	74m5U	LGtye	1.8	469	3
12736	4	L0fu0	aEQo1	2.1	88	1
12737	8	OvWbv	KKwHy	2.1	171	1
12738	15	v7uLp	OBbZA	2.1	298	2
12739	19	lJ7dP	eK7Qd	2.1	447	2
12740	14	D8C4Z	HlMUD	3.7	400	2
12741	15	pj2ga	bzgC3	3.7	465	2
12742	7	TGoGE	0jWnz	2.1	457	2
12743	8	t9VYh	xHNXX	2.1	214	3
12744	14	XO9Ob	FgzuD	1.5	473	1
12745	17	g8ud7	JLhnV	1.5	221	3
12746	20	UMSVF	ILLaa	3.2	307	2
12747	4	uvmye	Wc1CG	3.2	276	2
12748	18	9RphU	QmnFQ	3.4	296	2
12749	4	zz0ev	9AO91	3.4	332	1
12750	2	uDdhP	qXpov	1.4	15	3
12751	10	145HJ	yCn9R	1.4	237	2
12752	7	VpDtM	iQNbb	4.7	37	3
12753	1	zWsLZ	LxVxT	4.7	198	2
12754	3	HhWVB	RQKsW	2.5	105	1
12755	12	hIWXT	XRy5j	2.5	168	1
12756	20	LccHG	LFQzv	2.9	34	1
12757	10	euMKO	viBHb	2.9	198	2
12758	17	8O05T	pdquB	2.9	210	2
12759	20	IkppL	PlGvp	2.9	178	2
12760	12	aQoBD	W7zup	4.8	257	1
12761	19	QjJuN	TwUv1	4.8	145	1
12762	16	MImd5	SFWsv	3.4	423	1
12763	7	IDbYo	jmvvS	3.4	395	3
12764	13	7YVwC	8w2Bp	3	246	2
12765	4	195ue	udze5	3	209	3
12766	2	4Ijnn	lj0GJ	1.8	408	3
12767	10	S7yT5	aP0SX	1.8	496	2
12768	19	5ai7f	svxM5	4.4	349	2
12769	4	SHx3M	aqY9O	4.4	491	2
12770	7	YlRUb	53H63	1.4	225	2
12771	17	fDOo6	nrYdp	1.4	139	3
12772	16	D934p	HIGy6	4.7	12	1
12773	15	jiy27	80fxe	4.7	202	2
12774	14	OJrXL	p0RvD	2	115	2
12775	9	oQ3by	4JPN0	2	282	1
12776	16	zIj19	esInA	3.7	386	2
12777	12	J8SZ0	jULyP	3.7	269	3
12778	18	DdkvD	h7yZv	2.3	385	2
12779	20	OpGxy	xDYGB	2.3	375	2
12780	11	4b1X5	dOc18	2.1	133	3
12781	13	gHznd	zCCap	2.1	131	1
12782	17	0FdzW	DUK9g	3.7	309	2
12783	3	32LCj	iJDfP	3.7	252	2
12784	6	hUYyw	JB4Cr	1.5	84	2
12785	5	U4DPE	lLQTz	1.5	101	1
12786	19	lzdnd	8GLm0	4.8	17	2
12787	10	ESZ9C	c7gLJ	4.8	153	2
12788	8	JM9wL	uTixL	2.3	305	1
12789	3	lwiZA	Uegb1	2.3	392	3
12790	1	pYSDD	fmvmy	4.4	353	1
12791	5	fwBu5	HWwud	4.4	463	1
12792	9	CmViz	VScwR	2.9	82	3
12793	6	Cms3t	62Oo5	2.9	476	1
12794	15	nsbXH	ROMhm	4.1	230	2
12795	8	9otAc	jjYci	4.1	31	1
12796	19	kuuyv	q7Je0	3.9	466	2
12797	7	ZpY4a	Fkrgu	3.9	331	1
12798	8	mHUCr	u4Lbq	1.4	471	2
12799	7	19XL4	7fcaF	1.4	118	2
12800	4	7Andj	Q4Np4	4.6	260	1
12801	1	s3M1b	eI6Cc	4.6	175	2
12802	1	vBwDw	2XQdi	2.3	164	3
12803	1	dYV33	YW3bp	2.3	416	2
12804	10	GKhid	MQz1L	1.2	301	2
12805	10	C4Wmm	osloO	1.2	76	1
12806	6	rj1fX	WlfMM	1.8	147	3
12807	4	ZnLkt	7Of4m	1.8	295	3
12808	3	9FPbQ	w3Sc4	2.8	288	1
12809	17	RAiYt	dlUuE	2.8	265	2
12810	7	d8gVk	er8oT	2.3	320	3
12811	7	b3d42	QnF3M	2.3	122	1
12812	1	4c5cb	038W9	2.1	265	2
12813	5	MyHYB	b4K6Z	2.1	444	2
12814	15	DgcVV	XltFx	1.9	260	3
12815	15	CYYss	q5QCp	1.9	13	3
12816	12	pIiYi	fW9wE	2.7	142	3
12817	3	ZBXPV	pCjgX	2.7	205	2
12818	5	fkIAF	olzix	1.3	252	2
12819	16	R7Bol	4eTQT	1.3	220	1
12820	18	E9oKu	FVFMF	1.6	465	1
12821	6	Ds86l	W9FFY	1.6	176	1
12822	5	gSy5r	EdFLt	4.3	441	2
12823	14	Dyv7Y	RitSs	4.3	386	2
12824	10	ZD4XK	fJzoX	3	332	1
12825	17	I6mZU	t9egR	3	401	3
12826	7	GnR3Y	Rd2LF	1.2	84	1
12827	13	LN06a	co9kF	1.2	494	3
12828	8	tUTBy	Dyvy8	3.6	413	1
12829	17	QtJlw	1WT23	3.6	428	3
12830	2	Z8yvM	WwgU8	3.5	325	1
12831	15	eBxIL	b1FNE	3.5	237	1
12832	19	7JAex	B5G81	4.9	442	1
12833	6	pjkEY	uZwwH	4.9	356	1
12834	3	xI25n	yOG2i	4.6	490	1
12835	7	gFPeZ	Er4hw	4.6	138	1
12836	12	dLmwM	mjjVq	2.2	218	1
12837	7	v6oLq	NfjOa	2.2	76	2
12838	2	IkldX	LFOOa	1.2	42	2
12839	3	z3449	u8F68	1.2	255	3
12840	4	FAW7w	VmoB2	3.6	390	2
12841	16	ei7CO	La7DF	3.6	77	3
12842	17	C9dzd	nm6Ig	2.5	223	3
12843	2	5shfK	QvyeF	2.5	477	3
12844	1	xm8ME	Ex7Kx	1.2	399	1
12845	7	pOh0v	q1MzG	1.2	342	2
12846	11	xTfyg	Qx07L	4.6	82	1
12847	16	r7duF	O52t4	4.6	177	1
12848	4	xlc4E	XPl9k	4.6	91	2
12849	9	EXA72	SSd9a	4.6	423	1
12850	18	PgpJJ	a7P3w	2	126	3
12851	11	1P2xT	G2ogI	2	378	2
12852	8	Ojnke	CtIQD	4.8	499	1
12853	9	pXkzp	Zn77K	4.8	132	2
12854	7	4AwHg	HsvQy	2.7	229	2
